Report ID,Date,Site,Location,Activity,Report Type,Description,SIF Potential,Confidence,Life Saving Rule,Barrier Failure,Review Status
OIL-2026-0163,2026-01-06,Duliajan Central Workshop,Electrical Switchgear & MCC Room,Electrical Maintenance,Near Miss,Electrician was replacing contacts on 11kV busbar in Duliajan Central Substation without applying earthing switch or verifying zero energy state with a calibrated voltage detector.,YES,95.2%,Energy Isolation,Standard Operational Anomaly,NOT_REQUIRED
OIL-2026-0164,2026-01-29,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Drilling & Well Construction,Unsafe Condition,Blowout preventer (BOP) hydraulic control accumulator low-pressure audible alarm buzzer was silenced and wire disconnected on the remote control panel on rig floor.,YES,98.0%,Bypassing Safety Controls,Gas Monitoring / Detection System Failure,APPROVED
OIL-2026-0165,2026-05-13,Tengakhat Compressor Station,HP Compressor House,Scaffolding & Rigging,Unsafe Condition,"Scaffold erected for high-pressure gas header inspection at Tengakhat Compressor Station had missing middle guard rails, loose wooden planks, and no toe-boards at a working height of 7.5 meters.",YES,89.6%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0166,2026-08-17,Naharkatiya Drilling Rig D-14,Site Facility,Crane & Mechanical Lifting,Unsafe Condition,Mobile 25-ton hydraulic crane was lifting a 6-ton mud pump skid using a severely frayed synthetic webbing sling showing cut fibers and without third-party load test certification. Crew was standing directly under suspended load.,YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,APPROVED
OIL-2026-0167,2026-04-08,Shalmari Workover Rig WR-05,Rig Floor & Wellhead Area,Drilling & Well Construction,Near Miss,"While hoisting drill collars on Rig WR-05, an unlatched 4-inch casing tong jaw weighing 18 kg slipped from the derrick and fell 12 meters, landing 1.5 meters from the floor roughneck in the line of fire.",YES,92.4%,Hot Work,Standard Operational Anomaly,NOT_REQUIRED
OIL-2026-0168,2026-08-05,Digboi Production Facility & Tank Farm,Pipeline Manifold & Pigging Station,Crude & Material Transportation,Near Miss,"Heavy pipe delivery flatbed truck suffered brake failure while descending steep grade near Digboi bypass due to unperformed pre-trip brake inspection, narrowly avoiding rollover into pipeline easement.",NO,72.8%,Bypassing Safety Controls,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0169,2026-07-03,Madhuban EPS & Separation Plant,Site Facility,Mechanical Maintenance & Piping,Unsafe Act,Control room operator installed a manual mechanical lock on emergency shutdown valve ESDV-101 to prevent recurring production line shutdown without obtaining signed Management of Change (MOC) bypass permit.,NO,72.8%,Bypassing Safety Controls,Permit to Work & Authorization Violation,PENDING_REVIEW
OIL-2026-0170,2026-06-09,Madhuban EPS & Separation Plant,Site Facility,Hot Work & Fabrication,Unsafe Act,Fabrication crew commenced cutting torch operation on pipe support bracket 4 meters from an active hydrocarbon condensate drainage trench without conducting explosive gas test (LEL) and with no fire watch present.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0171,2026-06-20,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0172,2026-01-06,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Routine Inspection & Housekeeping,Unsafe Condition,"Fixed toxic gas detector at Moran GGS compressor hall had power cable disconnected, disabling early detection alarm for hazardous gas leak in confined compressor shed.",YES,89.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0173,2026-03-21,Madhuban EPS & Separation Plant,Site Facility,Mechanical Maintenance & Piping,Unsafe Act,Control room operator installed a manual mechanical lock on emergency shutdown valve ESDV-101 to prevent recurring production line shutdown without obtaining signed Management of Change (MOC) bypass permit.,NO,72.8%,Bypassing Safety Controls,Permit to Work & Authorization Violation,PENDING_REVIEW
OIL-2026-0174,2026-01-30,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0175,2026-02-07,Shalmari Workover Rig WR-05,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Contractor employee was carrying two small 2-meter plastic conduit pipes across the yard without a helper.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0176,2026-02-02,Dikom Pipeline Manifold & Pigging Area,Pipeline Manifold & Pigging Station,Pressure Testing & Purging,Unsafe Condition,High-pressure hydrotest manifold pressurized to 4500 psi was missing safety whipchecks and securing safety cables on the flexible hose connections in the main crew walkway.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0177,2026-01-31,Shalmari Workover Rig WR-05,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Contractor employee was carrying two small 2-meter plastic conduit pipes across the yard without a helper.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0178,2026-05-25,Madhuban EPS & Separation Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Operator discarded used oily cleaning cotton rags in standard general waste bin instead of designated red hazardous waste container.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0179,2026-03-14,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Vessel & Tank Cleaning,Unsafe Act,"Technician climbed inside cellar pit on Rig D-14 to retrieve dropped wrench without an entry permit, gas test, or forced ventilation while drilling mud was degassing nearby.",NO,78.4%,Confined Space,Permit to Work & Authorization Violation,NOT_REQUIRED
OIL-2026-0180,2026-07-06,Tengakhat Compressor Station,HP Compressor House,Scaffolding & Rigging,Unsafe Condition,"Scaffold erected for high-pressure gas header inspection at Tengakhat Compressor Station had missing middle guard rails, loose wooden planks, and no toe-boards at a working height of 7.5 meters.",YES,89.6%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0181,2026-06-15,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0182,2026-03-12,Jorajan Wellhead Installation W-22,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Muster point directional sign board paint was faded and weathered by sunlight near the perimeter fence gate.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0183,2026-05-09,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Routine Inspection & Housekeeping,Unsafe Condition,"Fixed toxic gas detector at Moran GGS compressor hall had power cable disconnected, disabling early detection alarm for hazardous gas leak in confined compressor shed.",YES,89.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0184,2026-01-17,Jorajan Wellhead Installation W-22,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Muster point directional sign board paint was faded and weathered by sunlight near the perimeter fence gate.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0185,2026-06-15,Duliajan Central Workshop,Electrical Switchgear & MCC Room,Electrical Maintenance,Near Miss,Electrician was replacing contacts on 11kV busbar in Duliajan Central Substation without applying earthing switch or verifying zero energy state with a calibrated voltage detector.,YES,95.2%,Energy Isolation,Standard Operational Anomaly,NOT_REQUIRED
OIL-2026-0186,2026-01-15,Dikom Pipeline Manifold & Pigging Area,Pipeline Manifold & Pigging Station,Pressure Testing & Purging,Unsafe Condition,High-pressure hydrotest manifold pressurized to 4500 psi was missing safety whipchecks and securing safety cables on the flexible hose connections in the main crew walkway.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0187,2026-03-30,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Mechanical Maintenance & Piping,Near Miss,"During scheduled maintenance of crude booster pump P-102B at Moran GGS, technician began unbolting the pump casing before verifying that the 415V electrical breaker had been locked out and tagged. The circuit was still energized.",YES,93.8%,Energy Isolation,LOTO / Energy Isolation not verified,NOT_REQUIRED
OIL-2026-0188,2026-03-12,Duliajan Central Workshop,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Store helper was not wearing protective leather gloves while unboxing cardboard cartons containing paper stationery in the administrative warehouse.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0189,2026-07-12,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Scaffolding & Rigging,Unsafe Act,Derrickman was observed working on the monkey board at 28 meters elevation during pipe racking with his full-body safety harness lifeline unclipped from the certified anchor point.,YES,92.4%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0190,2026-04-23,Digboi Production Facility & Tank Farm,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,"One fluorescent ceiling light tube in the field instrumentation tool room was flickering, causing slightly dim lighting over the workbench.",NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0191,2026-01-06,Madhuban EPS & Separation Plant,Site Facility,Mechanical Maintenance & Piping,Unsafe Act,Control room operator installed a manual mechanical lock on emergency shutdown valve ESDV-101 to prevent recurring production line shutdown without obtaining signed Management of Change (MOC) bypass permit.,NO,72.8%,Bypassing Safety Controls,Permit to Work & Authorization Violation,PENDING_REVIEW
OIL-2026-0192,2026-01-23,Digboi Production Facility & Tank Farm,Crude Storage & Separation Unit,Vessel & Tank Cleaning,Near Miss,Contract cleaning crew entered Crude Storage Tank T-04 through bottom manhole without conducting continuous multi-gas atmospheric testing. Oxygen level was later tested at 18.2% and standby watch was absent.,NO,72.8%,Confined Space,Confined Space Entry Protocol Violated,PENDING_REVIEW
OIL-2026-0193,2026-06-29,Shalmari Workover Rig WR-05,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Contractor employee was carrying two small 2-meter plastic conduit pipes across the yard without a helper.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0194,2026-02-11,Shalmari Workover Rig WR-05,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Contractor employee was carrying two small 2-meter plastic conduit pipes across the yard without a helper.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0195,2026-01-13,Madhuban EPS & Separation Plant,Site Facility,Mechanical Maintenance & Piping,Unsafe Act,Control room operator installed a manual mechanical lock on emergency shutdown valve ESDV-101 to prevent recurring production line shutdown without obtaining signed Management of Change (MOC) bypass permit.,NO,72.8%,Bypassing Safety Controls,Permit to Work & Authorization Violation,PENDING_REVIEW
OIL-2026-0196,2026-04-08,Duliajan Central Workshop,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Loose computer monitor power cable trailing across walkway behind reception desk in field office administration room.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0197,2026-05-25,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Drilling & Well Construction,Unsafe Condition,Blowout preventer (BOP) hydraulic control accumulator low-pressure audible alarm buzzer was silenced and wire disconnected on the remote control panel on rig floor.,YES,98.0%,Bypassing Safety Controls,Gas Monitoring / Detection System Failure,APPROVED
OIL-2026-0198,2026-01-14,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Vessel & Tank Cleaning,Unsafe Act,"Technician climbed inside cellar pit on Rig D-14 to retrieve dropped wrench without an entry permit, gas test, or forced ventilation while drilling mud was degassing nearby.",NO,78.4%,Confined Space,Permit to Work & Authorization Violation,NOT_REQUIRED
OIL-2026-0199,2026-08-30,Shalmari Workover Rig WR-05,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Contractor employee was carrying two small 2-meter plastic conduit pipes across the yard without a helper.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0200,2026-08-12,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0201,2026-08-22,Digboi Production Facility & Tank Farm,Crude Storage & Separation Unit,Mechanical Maintenance & Piping,Unsafe Act,Fitter opened high-pressure drain valve on separator V-301 without depressurizing the manifold. 85 psi trapped hydrocarbon condensate escaped near operators. No LOTO applied on upstream isolation valve.,YES,96.6%,Energy Isolation,LOTO / Energy Isolation not verified,NOT_REQUIRED
OIL-2026-0202,2026-03-08,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0203,2026-01-30,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0204,2026-07-22,Naharkatiya Drilling Rig D-14,Site Facility,Crane & Mechanical Lifting,Unsafe Condition,Mobile 25-ton hydraulic crane was lifting a 6-ton mud pump skid using a severely frayed synthetic webbing sling showing cut fibers and without third-party load test certification. Crew was standing directly under suspended load.,YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,NOT_REQUIRED
OIL-2026-0205,2026-04-18,Jorajan Wellhead Installation W-22,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Muster point directional sign board paint was faded and weathered by sunlight near the perimeter fence gate.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0206,2026-07-14,Duliajan Central Workshop,Central Maintenance Workshop,Routine Inspection & Housekeeping,Unsafe Condition,"Small puddle of rainwater and spilled detergent noticed near the workshop main entrance hallway, posing minor slipping hazard to office staff.",NO,75.6%,General UA/UC & Housekeeping,Standard Operational Anomaly,APPROVED
OIL-2026-0207,2026-08-13,Shalmari Workover Rig WR-05,Rig Floor & Wellhead Area,Drilling & Well Construction,Near Miss,"While hoisting drill collars on Rig WR-05, an unlatched 4-inch casing tong jaw weighing 18 kg slipped from the derrick and fell 12 meters, landing 1.5 meters from the floor roughneck in the line of fire.",YES,92.4%,Hot Work,Standard Operational Anomaly,APPROVED
OIL-2026-0208,2026-07-30,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0209,2026-08-17,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Scaffolding & Rigging,Unsafe Act,Derrickman was observed working on the monkey board at 28 meters elevation during pipe racking with his full-body safety harness lifeline unclipped from the certified anchor point.,YES,92.4%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0210,2026-07-11,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Scaffolding & Rigging,Unsafe Act,Derrickman was observed working on the monkey board at 28 meters elevation during pipe racking with his full-body safety harness lifeline unclipped from the certified anchor point.,YES,92.4%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0211,2026-08-30,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0212,2026-07-28,Jorajan Wellhead Installation W-22,Crude Storage & Separation Unit,Crude & Material Transportation,Unsafe Act,Crude oil bowser tanker was tracked on IVMS speeding at 78 km/h in a 30 km/h restricted oilfield unpaved corridor during heavy rain. Driver was observed using mobile phone without wearing seatbelt.,NO,72.8%,Driving & Transportation,Driver Safety & Journey Control Non-Compliance,PENDING_REVIEW
OIL-2026-0213,2026-08-13,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0214,2026-07-30,Madhuban EPS & Separation Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Operator discarded used oily cleaning cotton rags in standard general waste bin instead of designated red hazardous waste container.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0215,2026-03-13,Shalmari Workover Rig WR-05,Rig Floor & Wellhead Area,Drilling & Well Construction,Near Miss,"While hoisting drill collars on Rig WR-05, an unlatched 4-inch casing tong jaw weighing 18 kg slipped from the derrick and fell 12 meters, landing 1.5 meters from the floor roughneck in the line of fire.",YES,92.4%,Hot Work,Standard Operational Anomaly,APPROVED
OIL-2026-0216,2026-01-31,Digboi Production Facility & Tank Farm,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,"One fluorescent ceiling light tube in the field instrumentation tool room was flickering, causing slightly dim lighting over the workbench.",NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0217,2026-08-15,Duliajan Central Workshop,Site Facility,Crane & Mechanical Lifting,Near Miss,"During offloading of casing pipes from trailer, lifting shackle pin backed out due to missing split pin. One 2-ton casing pipe slipped out of the sling assembly, narrowly missing the banksman.",YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,APPROVED
OIL-2026-0218,2026-03-01,Baghjan Well Area B-02,Rig Floor & Wellhead Area,Well Intervention & Workover,Near Miss,Wireline crew opened wellhead swab valve on sour gas well B-02 without wearing personal multi-gas detectors or keeping 30-minute positive pressure SCBA units ready at the staging area. H2S concentration registered 15 ppm shortly after.,YES,96.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,APPROVED
OIL-2026-0219,2026-04-03,Digboi Production Facility & Tank Farm,Pipeline Manifold & Pigging Station,Crude & Material Transportation,Near Miss,"Heavy pipe delivery flatbed truck suffered brake failure while descending steep grade near Digboi bypass due to unperformed pre-trip brake inspection, narrowly avoiding rollover into pipeline easement.",NO,72.8%,Bypassing Safety Controls,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0220,2026-08-02,Madhuban EPS & Separation Plant,Site Facility,Hot Work & Fabrication,Unsafe Act,Fabrication crew commenced cutting torch operation on pipe support bracket 4 meters from an active hydrocarbon condensate drainage trench without conducting explosive gas test (LEL) and with no fire watch present.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0221,2026-08-15,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0222,2026-03-02,Shalmari Workover Rig WR-05,Rig Floor & Wellhead Area,Drilling & Well Construction,Near Miss,"While hoisting drill collars on Rig WR-05, an unlatched 4-inch casing tong jaw weighing 18 kg slipped from the derrick and fell 12 meters, landing 1.5 meters from the floor roughneck in the line of fire.",YES,92.4%,Hot Work,Standard Operational Anomaly,APPROVED
OIL-2026-0223,2026-04-16,Tengakhat Compressor Station,HP Compressor House,Scaffolding & Rigging,Unsafe Condition,"Scaffold erected for high-pressure gas header inspection at Tengakhat Compressor Station had missing middle guard rails, loose wooden planks, and no toe-boards at a working height of 7.5 meters.",YES,89.6%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0224,2026-01-21,Jorajan Wellhead Installation W-22,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Muster point directional sign board paint was faded and weathered by sunlight near the perimeter fence gate.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0225,2026-03-16,Kusijan Water Injection Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Emergency eye wash station dust covers were missing in the water testing laboratory. Water flow testing confirmed unit operates normally.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0226,2026-06-17,Naharkatiya Drilling Rig D-14,Site Facility,Crane & Mechanical Lifting,Unsafe Condition,Mobile 25-ton hydraulic crane was lifting a 6-ton mud pump skid using a severely frayed synthetic webbing sling showing cut fibers and without third-party load test certification. Crew was standing directly under suspended load.,YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,NOT_REQUIRED
OIL-2026-0227,2026-08-07,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0228,2026-03-29,Madhuban EPS & Separation Plant,Site Facility,Mechanical Maintenance & Piping,Unsafe Act,Control room operator installed a manual mechanical lock on emergency shutdown valve ESDV-101 to prevent recurring production line shutdown without obtaining signed Management of Change (MOC) bypass permit.,NO,72.8%,Bypassing Safety Controls,Permit to Work & Authorization Violation,PENDING_REVIEW
OIL-2026-0229,2026-02-02,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Mechanical Maintenance & Piping,Near Miss,"During scheduled maintenance of crude booster pump P-102B at Moran GGS, technician began unbolting the pump casing before verifying that the 415V electrical breaker had been locked out and tagged. The circuit was still energized.",YES,93.8%,Energy Isolation,LOTO / Energy Isolation not verified,NOT_REQUIRED
OIL-2026-0230,2026-02-18,Dikom Pipeline Manifold & Pigging Area,Pipeline Manifold & Pigging Station,Pressure Testing & Purging,Unsafe Condition,High-pressure hydrotest manifold pressurized to 4500 psi was missing safety whipchecks and securing safety cables on the flexible hose connections in the main crew walkway.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0231,2026-03-12,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Drilling & Well Construction,Unsafe Condition,Blowout preventer (BOP) hydraulic control accumulator low-pressure audible alarm buzzer was silenced and wire disconnected on the remote control panel on rig floor.,YES,98.0%,Bypassing Safety Controls,Gas Monitoring / Detection System Failure,APPROVED
OIL-2026-0232,2026-04-25,Duliajan Central Workshop,Central Maintenance Workshop,Routine Inspection & Housekeeping,Unsafe Condition,"Small puddle of rainwater and spilled detergent noticed near the workshop main entrance hallway, posing minor slipping hazard to office staff.",NO,75.6%,General UA/UC & Housekeeping,Standard Operational Anomaly,NOT_REQUIRED
OIL-2026-0233,2026-03-25,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0234,2026-06-08,Jorajan Wellhead Installation W-22,Crude Storage & Separation Unit,Crude & Material Transportation,Unsafe Act,Crude oil bowser tanker was tracked on IVMS speeding at 78 km/h in a 30 km/h restricted oilfield unpaved corridor during heavy rain. Driver was observed using mobile phone without wearing seatbelt.,NO,72.8%,Driving & Transportation,Driver Safety & Journey Control Non-Compliance,PENDING_REVIEW
OIL-2026-0235,2026-02-02,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Routine Inspection & Housekeeping,Unsafe Condition,"Fixed toxic gas detector at Moran GGS compressor hall had power cable disconnected, disabling early detection alarm for hazardous gas leak in confined compressor shed.",YES,89.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0236,2026-02-21,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Drilling & Well Construction,Unsafe Condition,Blowout preventer (BOP) hydraulic control accumulator low-pressure audible alarm buzzer was silenced and wire disconnected on the remote control panel on rig floor.,YES,98.0%,Bypassing Safety Controls,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0237,2026-04-25,Digboi Production Facility & Tank Farm,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,"One fluorescent ceiling light tube in the field instrumentation tool room was flickering, causing slightly dim lighting over the workbench.",NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0238,2026-05-17,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Mechanical Maintenance & Piping,Near Miss,"During scheduled maintenance of crude booster pump P-102B at Moran GGS, technician began unbolting the pump casing before verifying that the 415V electrical breaker had been locked out and tagged. The circuit was still energized.",YES,93.8%,Energy Isolation,LOTO / Energy Isolation not verified,NOT_REQUIRED
OIL-2026-0239,2026-06-28,Madhuban EPS & Separation Plant,Site Facility,Mechanical Maintenance & Piping,Unsafe Act,Control room operator installed a manual mechanical lock on emergency shutdown valve ESDV-101 to prevent recurring production line shutdown without obtaining signed Management of Change (MOC) bypass permit.,NO,72.8%,Bypassing Safety Controls,Permit to Work & Authorization Violation,PENDING_REVIEW
OIL-2026-0240,2026-09-01,Madhuban EPS & Separation Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Operator discarded used oily cleaning cotton rags in standard general waste bin instead of designated red hazardous waste container.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0241,2026-07-11,Madhuban EPS & Separation Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Operator discarded used oily cleaning cotton rags in standard general waste bin instead of designated red hazardous waste container.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0242,2026-02-23,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0243,2026-04-24,Naharkatiya Drilling Rig D-14,Site Facility,Crane & Mechanical Lifting,Unsafe Condition,Mobile 25-ton hydraulic crane was lifting a 6-ton mud pump skid using a severely frayed synthetic webbing sling showing cut fibers and without third-party load test certification. Crew was standing directly under suspended load.,YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,APPROVED
OIL-2026-0244,2026-08-27,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
